tournament,round,game_id,team,status,opponent,result,pf,pa,tossups,negs,bhrd,bpts,PPB,packet
ACF Nationals 2018,6,20180603,Penn State,NA,Virginia A,L,130,170,6,0,6,70,11.67,Johns Hopkins/Florida
ACF Nationals 2018,6,20180603,Virginia A,NA,Penn State,W,170,130,8,4,8,110,13.75,Johns Hopkins/Florida
ACF Nationals 2018,6,20180604,Maryland A,NA,UCLA,W,240,90,10,6,10,170,17,Johns Hopkins/Florida
ACF Nationals 2018,6,20180604,UCLA,UG,Maryland A,L,90,240,5,0,5,40,8,Johns Hopkins/Florida
ACF Nationals 2018,6,20180605,Columbia A,NA,UCSD A,W,320,105,13,4,13,210,16.15,Johns Hopkins/Florida
ACF Nationals 2018,6,20180605,UCSD A,NA,Columbia A,L,105,320,5,1,5,60,12,Johns Hopkins/Florida
ACF Nationals 2018,6,20180606,Caltech A,UG,Oklahoma,L,150,215,7,0,7,80,11.43,Johns Hopkins/Florida
ACF Nationals 2018,6,20180606,Oklahoma,UG,Caltech A,W,215,150,10,5,10,140,14,Johns Hopkins/Florida
ACF Nationals 2018,6,20180607,Minnesota A,NA,NYU,W,360,70,14,2,14,230,16.43,Johns Hopkins/Florida
ACF Nationals 2018,6,20180607,NYU,NA,Minnesota A,L,70,360,4,4,4,50,12.5,Johns Hopkins/Florida
ACF Nationals 2018,6,20180608,Chicago D,UG,MIT A,L,180,200,9,0,9,90,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180608,MIT A,NA,Chicago D,W,200,180,8,2,8,130,16.25,Johns Hopkins/Florida
ACF Nationals 2018,6,20180609,Cambridge,NA,Penn B,W,365,70,15,1,15,220,14.67,Johns Hopkins/Florida
ACF Nationals 2018,6,20180609,Penn B,UG,Cambridge,L,70,365,3,0,3,40,13.33,Johns Hopkins/Florida
ACF Nationals 2018,6,20180610,Ohio State,NA,Rutgers,W,320,80,13,2,13,200,15.38,Johns Hopkins/Florida
ACF Nationals 2018,6,20180610,Rutgers,NA,Ohio State,L,80,320,5,4,5,50,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180611,North Carolina,NA,Toronto A,L,110,175,6,2,6,60,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180611,Toronto A,NA,North Carolina,W,175,110,9,3,9,100,11.11,Johns Hopkins/Florida
ACF Nationals 2018,6,20180612,Chicago B,NA,New College of Florida,W,240,100,11,2,11,140,12.73,Johns Hopkins/Florida
ACF Nationals 2018,6,20180612,New College of Florida,UG,Chicago B,L,100,240,5,0,5,50,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180613,Berkeley B,NA,Minnesota B,W,320,80,14,2,14,190,13.57,Johns Hopkins/Florida
ACF Nationals 2018,6,20180613,Minnesota B,NA,Berkeley B,L,80,320,5,2,5,40,8,Johns Hopkins/Florida
ACF Nationals 2018,6,20180614,Chicago C,UG,Illinois A,W,205,130,10,1,10,110,11,Johns Hopkins/Florida
ACF Nationals 2018,6,20180614,Illinois A,UG,Chicago C,L,130,205,6,2,6,80,13.33,Johns Hopkins/Florida
ACF Nationals 2018,6,20180615,MIT B,UG,Penn A,L,50,430,3,0,3,20,6.67,Johns Hopkins/Florida
ACF Nationals 2018,6,20180615,Penn A,NA,MIT B,W,430,50,16,0,16,270,16.88,Johns Hopkins/Florida
ACF Nationals 2018,6,20180616,WUSTL,NA,Yale A,L,180,225,8,0,8,100,12.5,Johns Hopkins/Florida
ACF Nationals 2018,6,20180616,Yale A,NA,WUSTL,W,225,180,9,5,9,160,17.78,Johns Hopkins/Florida
ACF Nationals 2018,6,20180617,Duke,UG,Kentucky,W,305,90,12,1,12,190,15.83,Johns Hopkins/Florida
ACF Nationals 2018,6,20180617,Kentucky,NA,Duke,L,90,305,5,2,5,50,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180618,Harvard B,D2,Michigan A,L,65,265,3,1,3,40,13.33,Johns Hopkins/Florida
ACF Nationals 2018,6,20180618,Michigan A,NA,Harvard B,W,265,65,12,3,12,160,13.33,Johns Hopkins/Florida
ACF Nationals 2018,6,20180619,Central Florida,UG,McGill,L,20,405,1,0,1,10,10,Johns Hopkins/Florida
ACF Nationals 2018,6,20180619,McGill,NA,Central Florida,W,405,20,15,1,15,260,17.33,Johns Hopkins/Florida
ACF Nationals 2018,6,20180620,Berkeley C,UG,Oxford A,L,100,230,5,2,5,60,12,Johns Hopkins/Florida
ACF Nationals 2018,6,20180620,Oxford A,NA,Berkeley C,W,230,100,10,0,10,130,13,Johns Hopkins/Florida
ACF Nationals 2018,7,20180701,Berkeley B,NA,Chicago C,W,185,155,9,3,9,110,12.22,New York/Johns Hopkins B
ACF Nationals 2018,7,20180701,Chicago C,UG,Berkeley B,L,155,185,8,1,8,80,10,New York/Johns Hopkins B
ACF Nationals 2018,7,20180702,Columbia A,NA,Minnesota A,W,300,175,11,2,11,200,18.18,New York/Johns Hopkins B
ACF Nationals 2018,7,20180702,Minnesota A,NA,Columbia A,L,175,300,7,3,7,120,17.14,New York/Johns Hopkins B
ACF Nationals 2018,7,20180703,Penn B,UG,Toronto A,L,120,270,5,0,5,70,14,New York/Johns Hopkins B
ACF Nationals 2018,7,20180703,Toronto A,NA,Penn B,W,270,120,11,4,11,180,16.36,New York/Johns Hopkins B
ACF Nationals 2018,7,20180704,Cambridge,NA,Ohio State,L,225,255,9,1,9,140,15.56,New York/Johns Hopkins B
ACF Nationals 2018,7,20180704,Ohio State,NA,Cambridge,W,255,225,10,1,10,160,16,New York/Johns Hopkins B
ACF Nationals 2018,7,20180705,Duke,UG,Penn A,L,175,305,7,1,7,110,15.71,New York/Johns Hopkins B
ACF Nationals 2018,7,20180705,Penn A,NA,Duke,W,305,175,10,1,10,210,21,New York/Johns Hopkins B
ACF Nationals 2018,7,20180706,Johns Hopkins,NA,Rutgers,W,215,125,9,1,9,130,14.44,New York/Johns Hopkins B
ACF Nationals 2018,7,20180706,Rutgers,NA,Johns Hopkins,L,125,215,7,3,7,70,10,New York/Johns Hopkins B
ACF Nationals 2018,7,20180707,Harvard A,UG,North Carolina,W,215,115,9,1,9,130,14.44,New York/Johns Hopkins B
ACF Nationals 2018,7,20180707,North Carolina,NA,Harvard A,L,115,215,7,3,7,60,8.57,New York/Johns Hopkins B
ACF Nationals 2018,7,20180708,MIT A,NA,Oklahoma,L,135,275,6,1,6,80,13.33,New York/Johns Hopkins B
ACF Nationals 2018,7,20180708,Oklahoma,UG,MIT A,W,275,135,12,1,12,160,13.33,New York/Johns Hopkins B
ACF Nationals 2018,7,20180709,Chicago D,UG,UCSD A,L,205,210,10,1,10,110,11,New York/Johns Hopkins B
ACF Nationals 2018,7,20180709,UCSD A,NA,Chicago D,W,210,205,8,0,8,130,16.25,New York/Johns Hopkins B
ACF Nationals 2018,7,20180710,Missouri,NA,Penn State,W,260,210,10,2,10,170,17,New York/Johns Hopkins B
ACF Nationals 2018,7,20180710,Penn State,NA,Missouri,L,210,260,9,0,9,120,13.33,New York/Johns Hopkins B
ACF Nationals 2018,7,20180711,Chicago A,NA,Maryland A,W,260,190,10,4,10,180,18,New York/Johns Hopkins B
ACF Nationals 2018,7,20180711,Maryland A,NA,Chicago A,L,190,260,8,4,8,130,16.25,New York/Johns Hopkins B
ACF Nationals 2018,7,20180712,Delaware,UG,UCLA,L,145,190,8,3,8,80,10,New York/Johns Hopkins B
ACF Nationals 2018,7,20180712,UCLA,UG,Delaware,W,190,145,9,0,9,100,11.11,New York/Johns Hopkins B
ACF Nationals 2018,7,20180713,Chicago B,NA,McGill,W,215,195,9,3,9,140,15.56,New York/Johns Hopkins B
ACF Nationals 2018,7,20180713,McGill,NA,Chicago B,L,195,215,9,1,9,110,12.22,New York/Johns Hopkins B
ACF Nationals 2018,7,20180714,Amherst,UG,Virginia A,W,260,170,11,2,11,160,14.55,New York/Johns Hopkins B
ACF Nationals 2018,7,20180714,Virginia A,NA,Amherst,L,170,260,7,0,7,100,14.29,New York/Johns Hopkins B
ACF Nationals 2018,7,20180715,Illinois A,UG,Kentucky,W,260,85,12,2,12,150,12.5,New York/Johns Hopkins B
ACF Nationals 2018,7,20180715,Kentucky,NA,Illinois A,L,85,260,4,1,4,50,12.5,New York/Johns Hopkins B
ACF Nationals 2018,7,20180716,Oxford A,NA,Yale A,L,50,515,2,2,2,40,20,New York/Johns Hopkins B
ACF Nationals 2018,7,20180716,Yale A,NA,Oxford A,W,515,50,16,1,16,360,22.5,New York/Johns Hopkins B
ACF Nationals 2018,7,20180717,Berkeley C,UG,New College of Florida,W,205,110,9,3,9,130,14.44,New York/Johns Hopkins B
ACF Nationals 2018,7,20180717,New College of Florida,UG,Berkeley C,L,110,205,6,2,6,60,10,New York/Johns Hopkins B
ACF Nationals 2018,7,20180718,Harvard B,D2,Michigan State,L,50,340,3,0,3,20,6.67,New York/Johns Hopkins B
ACF Nationals 2018,7,20180718,Michigan State,UG,Harvard B,W,340,50,13,0,13,210,16.15,New York/Johns Hopkins B
ACF Nationals 2018,7,20180719,Berkeley A,UG,Northwestern,L,190,245,8,4,8,130,16.25,New York/Johns Hopkins B
ACF Nationals 2018,7,20180719,Northwestern,NA,Berkeley A,W,245,190,10,1,10,150,15,New York/Johns Hopkins B
ACF Nationals 2018,7,20180720,Carnegie Mellon,UG,Florida A,L,100,330,5,2,5,60,12,New York/Johns Hopkins B
ACF Nationals 2018,7,20180720,Florida A,NA,Carnegie Mellon,W,330,100,13,2,13,210,16.15,New York/Johns Hopkins B
ACF Nationals 2018,8,20180801,Berkeley A,UG,Michigan A,L,235,240,10,1,10,140,14,Virginia A
ACF Nationals 2018,8,20180801,Michigan A,NA,Berkeley A,W,240,235,9,2,9,160,17.78,Virginia A
ACF Nationals 2018,8,20180802,Carnegie Mellon,UG,Harvard B,W,115,85,6,1,6,60,10,Virginia A
ACF Nationals 2018,8,20180802,Harvard B,D2,Carnegie Mellon,L,85,115,5,1,5,40,8,Virginia A
ACF Nationals 2018,8,20180803,Florida A,NA,Northwestern,L,120,210,5,4,5,90,18,Virginia A
ACF Nationals 2018,8,20180803,Northwestern,NA,Florida A,W,210,120,10,4,10,130,13,Virginia A
ACF Nationals 2018,8,20180804,Chicago D,UG,NYU,L,80,205,5,2,5,40,8,Virginia A
ACF Nationals 2018,8,20180804,NYU,NA,Chicago D,W,205,80,10,3,10,120,12,Virginia A
ACF Nationals 2018,8,20180805,Cambridge,NA,Toronto A,W,295,135,11,1,11,190,17.27,Virginia A
ACF Nationals 2018,8,20180805,Toronto A,NA,Cambridge,L,135,295,7,1,7,70,10,Virginia A
ACF Nationals 2018,8,20180806,Johns Hopkins,NA,Ohio State,L,155,245,7,1,7,90,12.86,Virginia A
ACF Nationals 2018,8,20180806,Ohio State,NA,Johns Hopkins,W,245,155,10,5,10,170,17,Virginia A
ACF Nationals 2018,8,20180807,Harvard A,UG,Penn B,W,200,95,10,4,10,120,12,Virginia A
ACF Nationals 2018,8,20180807,Penn B,UG,Harvard A,L,95,200,5,1,5,50,10,Virginia A
ACF Nationals 2018,8,20180808,Minnesota A,NA,Oklahoma,W,330,140,12,2,12,220,18.33,Virginia A
ACF Nationals 2018,8,20180808,Oklahoma,UG,Minnesota A,L,140,330,6,0,6,80,13.33,Virginia A
ACF Nationals 2018,8,20180809,MIT A,NA,UCSD A,L,95,130,5,3,5,60,12,Virginia A
ACF Nationals 2018,8,20180809,UCSD A,NA,MIT A,W,130,95,9,2,9,50,5.56,Virginia A
ACF Nationals 2018,8,20180810,Chicago A,NA,Delaware,W,250,130,10,2,10,160,16,Virginia A
ACF Nationals 2018,8,20180810,Delaware,UG,Chicago A,L,130,250,6,2,6,80,13.33,Virginia A
ACF Nationals 2018,8,20180811,Amherst,UG,UCLA,W,170,120,9,2,9,90,10,Virginia A
ACF Nationals 2018,8,20180811,UCLA,UG,Amherst,L,120,170,6,0,6,60,10,Virginia A
ACF Nationals 2018,8,20180812,Caltech A,UG,Columbia A,L,15,315,1,1,1,10,10,Virginia A
ACF Nationals 2018,8,20180812,Columbia A,NA,Caltech A,W,315,15,13,3,13,200,15.38,Virginia A
ACF Nationals 2018,8,20180813,Maryland A,NA,Missouri,W,195,165,9,3,9,120,13.33,Virginia A
ACF Nationals 2018,8,20180813,Missouri,NA,Maryland A,L,165,195,7,3,7,110,15.71,Virginia A
ACF Nationals 2018,8,20180814,Illinois A,UG,MIT B,W,155,50,10,3,10,70,7,Virginia A
ACF Nationals 2018,8,20180814,MIT B,UG,Illinois A,L,50,155,3,2,3,30,10,Virginia A
ACF Nationals 2018,8,20180815,McGill,NA,Yale A,L,215,275,10,1,10,120,12,Virginia A
ACF Nationals 2018,8,20180815,Yale A,NA,McGill,W,275,215,9,3,9,200,22.22,Virginia A
ACF Nationals 2018,8,20180816,Berkeley B,NA,Penn A,L,160,260,6,4,6,120,20,Virginia A
ACF Nationals 2018,8,20180816,Penn A,NA,Berkeley B,W,260,160,10,2,10,170,17,Virginia A
ACF Nationals 2018,8,20180817,Berkeley C,UG,Chicago B,L,45,245,3,1,3,20,6.67,Virginia A
ACF Nationals 2018,8,20180817,Chicago B,NA,Berkeley C,W,245,45,11,1,11,140,12.73,Virginia A
ACF Nationals 2018,8,20180818,Chicago C,UG,Kentucky,W,160,125,9,4,9,90,10,Virginia A
ACF Nationals 2018,8,20180818,Kentucky,NA,Chicago C,L,125,160,8,1,8,50,6.25,Virginia A
ACF Nationals 2018,8,20180819,Duke,UG,Minnesota B,W,210,60,11,2,11,110,10,Virginia A
ACF Nationals 2018,8,20180819,Minnesota B,NA,Duke,L,60,210,4,2,4,30,7.5,Virginia A
ACF Nationals 2018,8,20180820,Central Florida,UG,Oxford A,L,60,285,4,0,4,20,5,Virginia A
ACF Nationals 2018,8,20180820,Oxford A,NA,Central Florida,W,285,60,12,1,12,170,14.17,Virginia A
ACF Nationals 2018,8,20180821,New College of Florida,UG,WUSTL,L,95,220,6,1,6,40,6.67,Virginia A
ACF Nationals 2018,8,20180821,WUSTL,NA,New College of Florida,W,220,95,11,4,11,130,11.82,Virginia A
ACF Nationals 2018,9,20180901,Carnegie Mellon,UG,MIT A,L,95,170,5,1,5,50,10,Editors 1
ACF Nationals 2018,9,20180901,MIT A,NA,Carnegie Mellon,W,170,95,7,2,7,110,15.71,Editors 1
ACF Nationals 2018,9,20180902,Berkeley C,UG,Toronto A,L,145,270,8,1,8,70,8.75,Editors 1
ACF Nationals 2018,9,20180902,Toronto A,NA,Berkeley C,W,270,145,11,4,11,180,16.36,Editors 1
ACF Nationals 2018,9,20180903,Central Florida,UG,Penn B,L,115,170,7,1,7,50,7.14,Editors 1
ACF Nationals 2018,9,20180903,Penn B,UG,Central Florida,W,170,115,8,2,8,100,12.5,Editors 1
ACF Nationals 2018,9,20180904,Caltech A,UG,Harvard B,W,170,125,8,0,8,90,11.25,Editors 1
ACF Nationals 2018,9,20180904,Harvard B,D2,Caltech A,L,125,170,8,1,8,50,6.25,Editors 1
ACF Nationals 2018,9,20180905,Delaware,UG,Minnesota B,W,265,50,11,1,11,160,14.55,Editors 1
ACF Nationals 2018,9,20180905,Minnesota B,NA,Delaware,L,50,265,3,2,3,30,10,Editors 1
ACF Nationals 2018,9,20180906,New College of Florida,UG,North Carolina,W,245,100,11,1,11,140,12.73,Editors 1
ACF Nationals 2018,9,20180906,North Carolina,NA,New College of Florida,L,100,245,6,2,6,50,8.33,Editors 1
ACF Nationals 2018,9,20180907,MIT B,UG,Penn State,W,220,165,9,2,9,140,15.56,Editors 1
ACF Nationals 2018,9,20180907,Penn State,NA,MIT B,L,165,220,8,1,8,90,11.25,Editors 1
ACF Nationals 2018,9,20180908,Michigan State,UG,NYU,W,185,170,8,1,8,110,13.75,Editors 1
ACF Nationals 2018,9,20180908,NYU,NA,Michigan State,L,170,185,8,4,8,110,13.75,Editors 1
ACF Nationals 2018,9,20180909,Rutgers,NA,WUSTL,L,115,310,5,3,5,80,16,Editors 1
ACF Nationals 2018,9,20180909,WUSTL,NA,Rutgers,W,310,115,13,0,13,180,13.85,Editors 1
ACF Nationals 2018,9,20180910,Kentucky,NA,Virginia A,L,175,280,7,1,7,110,15.71,Editors 1
ACF Nationals 2018,9,20180910,Virginia A,NA,Kentucky,W,280,175,11,0,11,170,15.45,Editors 1
ACF Nationals 2018,9,20180911,Chicago C,UG,UCLA,W,265,120,11,3,11,170,15.45,Editors 1
ACF Nationals 2018,9,20180911,UCLA,UG,Chicago C,L,120,265,6,0,6,60,10,Editors 1
ACF Nationals 2018,9,20180912,Florida A,NA,Oklahoma,W,255,210,10,1,10,160,16,Editors 1
ACF Nationals 2018,9,20180912,Oklahoma,UG,Florida A,L,210,255,8,2,8,140,17.5,Editors 1
ACF Nationals 2018,9,20180913,Cambridge,NA,Yale A,L,260,300,10,2,10,170,17,Editors 1
ACF Nationals 2018,9,20180913,Yale A,NA,Cambridge,W,300,260,10,0,10,200,20,Editors 1
ACF Nationals 2018,9,20180914,Maryland A,NA,Penn A,L,205,285,9,1,9,120,13.33,Editors 1
ACF Nationals 2018,9,20180914,Penn A,NA,Maryland A,W,285,205,11,1,11,180,16.36,Editors 1
ACF Nationals 2018,9,20180915,Johns Hopkins,NA,McGill,L,140,285,7,2,7,80,11.43,Editors 1
ACF Nationals 2018,9,20180915,McGill,NA,Johns Hopkins,W,285,140,12,1,12,170,14.17,Editors 1
ACF Nationals 2018,9,20180916,Berkeley A,UG,Columbia A,W,310,215,13,2,13,190,14.62,Editors 1
ACF Nationals 2018,9,20180916,Columbia A,NA,Berkeley A,L,215,310,7,1,7,150,21.43,Editors 1
ACF Nationals 2018,9,20180917,Chicago B,NA,Ohio State,L,90,360,5,4,5,60,12,Editors 1
ACF Nationals 2018,9,20180917,Ohio State,NA,Chicago B,W,360,90,14,2,14,230,16.43,Editors 1
ACF Nationals 2018,9,20180918,Illinois A,UG,Missouri,L,150,265,7,2,7,90,12.86,Editors 1
ACF Nationals 2018,9,20180918,Missouri,NA,Illinois A,W,265,150,11,1,11,160,14.55,Editors 1
ACF Nationals 2018,9,20180919,Michigan A,NA,UCSD A,W,310,165,12,2,12,200,16.67,Editors 1
ACF Nationals 2018,9,20180919,UCSD A,NA,Michigan A,L,165,310,8,1,8,90,11.25,Editors 1
ACF Nationals 2018,9,20180920,Harvard A,UG,Oxford A,L,140,275,5,4,5,110,22,Editors 1
ACF Nationals 2018,9,20180920,Oxford A,NA,Harvard A,W,275,140,12,1,12,160,13.33,Editors 1
ACF Nationals 2018,9,20180921,Minnesota A,NA,Northwestern,W,350,135,12,2,12,240,20,Editors 1
ACF Nationals 2018,9,20180921,Northwestern,NA,Minnesota A,L,135,350,7,5,7,90,12.86,Editors 1
ACF Nationals 2018,9,20180922,Amherst,UG,Duke,L,160,320,7,2,7,100,14.29,Editors 1
ACF Nationals 2018,9,20180922,Duke,UG,Amherst,W,320,160,12,0,12,200,16.67,Editors 1
ACF Nationals 2018,9,20180923,Berkeley B,NA,Chicago A,L,165,375,7,3,7,110,15.71,Editors 1
ACF Nationals 2018,9,20180923,Chicago A,NA,Berkeley B,W,375,165,13,1,13,250,19.23,Editors 1
ACF Nationals 2018,10,20181001,Missouri,NA,UCSD A,W,265,135,11,1,11,160,14.55,Editors 2
ACF Nationals 2018,10,20181001,UCSD A,NA,Missouri,L,135,265,6,1,6,80,13.33,Editors 2
ACF Nationals 2018,10,20181002,Amherst,UG,Oklahoma,L,85,355,4,3,4,60,15,Editors 2
ACF Nationals 2018,10,20181002,Oklahoma,UG,Amherst,W,355,85,15,1,15,210,14,Editors 2
ACF Nationals 2018,10,20181003,Chicago D,UG,Delaware,L,145,190,6,1,6,90,15,Editors 2
ACF Nationals 2018,10,20181003,Delaware,UG,Chicago D,W,190,145,8,2,8,120,15,Editors 2
ACF Nationals 2018,10,20181004,Central Florida,UG,MIT B,L,100,185,5,0,5,50,10,Editors 2
ACF Nationals 2018,10,20181004,MIT B,UG,Central Florida,W,185,100,9,1,9,100,11.11,Editors 2
ACF Nationals 2018,10,20181005,Minnesota B,NA,New College of Florida,W,145,110,7,1,7,80,11.43,Editors 2
ACF Nationals 2018,10,20181005,New College of Florida,UG,Minnesota B,L,110,145,6,2,6,60,10,Editors 2
ACF Nationals 2018,10,20181006,Caltech A,UG,Penn State,L,15,290,2,3,2,10,5,Editors 2
ACF Nationals 2018,10,20181006,Penn State,NA,Caltech A,W,290,15,13,0,13,160,12.31,Editors 2
ACF Nationals 2018,10,20181007,Harvard B,D2,Penn B,L,85,160,5,3,5,50,10,Editors 2
ACF Nationals 2018,10,20181007,Penn B,UG,Harvard B,W,160,85,10,2,10,70,7,Editors 2
ACF Nationals 2018,10,20181008,Carnegie Mellon,UG,Toronto A,L,70,280,3,0,3,40,13.33,Editors 2
ACF Nationals 2018,10,20181008,Toronto A,NA,Carnegie Mellon,W,280,70,12,0,12,160,13.33,Editors 2
ACF Nationals 2018,10,20181009,Cambridge,NA,Northwestern,W,265,230,9,1,9,180,20,Editors 2
ACF Nationals 2018,10,20181009,Northwestern,NA,Cambridge,L,230,265,9,0,9,140,15.56,Editors 2
ACF Nationals 2018,10,20181010,Berkeley C,UG,Chicago C,L,100,155,5,0,5,50,10,Editors 2
ACF Nationals 2018,10,20181010,Chicago C,UG,Berkeley C,W,155,100,9,5,9,90,10,Editors 2
ACF Nationals 2018,10,20181011,NYU,NA,Virginia A,L,155,250,7,1,7,90,12.86,Editors 2
ACF Nationals 2018,10,20181011,Virginia A,NA,NYU,W,250,155,11,2,11,150,13.64,Editors 2
ACF Nationals 2018,10,20181012,MIT A,NA,UCLA,W,285,75,13,1,13,160,12.31,Editors 2
ACF Nationals 2018,10,20181012,UCLA,UG,MIT A,L,75,285,5,1,5,30,6,Editors 2
ACF Nationals 2018,10,20181013,Kentucky,NA,WUSTL,L,65,270,4,3,4,40,10,Editors 2
ACF Nationals 2018,10,20181013,WUSTL,NA,Kentucky,W,270,65,13,2,13,150,11.54,Editors 2
ACF Nationals 2018,10,20181014,Michigan State,UG,Rutgers,W,240,155,10,0,10,140,14,Editors 2
ACF Nationals 2018,10,20181014,Rutgers,NA,Michigan State,L,155,240,7,3,7,100,14.29,Editors 2
ACF Nationals 2018,10,20181015,Berkeley B,NA,Yale A,L,75,490,5,3,5,40,8,Editors 2
ACF Nationals 2018,10,20181015,Yale A,NA,Berkeley B,W,490,75,15,0,15,340,22.67,Editors 2
ACF Nationals 2018,10,20181016,Florida A,NA,Johns Hopkins,W,210,140,8,2,8,140,17.5,Editors 2
ACF Nationals 2018,10,20181016,Johns Hopkins,NA,Florida A,L,140,210,8,4,8,80,10,Editors 2
ACF Nationals 2018,10,20181017,Harvard A,UG,Michigan A,L,110,290,4,0,4,70,17.5,Editors 2
ACF Nationals 2018,10,20181017,Michigan A,NA,Harvard A,W,290,110,13,2,13,170,13.08,Editors 2
ACF Nationals 2018,10,20181018,Duke,UG,McGill,L,170,275,7,0,7,100,14.29,Editors 2
ACF Nationals 2018,10,20181018,McGill,NA,Duke,W,275,170,11,1,11,170,15.45,Editors 2
ACF Nationals 2018,10,20181019,Chicago A,NA,Minnesota A,W,380,135,13,0,13,250,19.23,Editors 2
ACF Nationals 2018,10,20181019,Minnesota A,NA,Chicago A,L,135,380,6,3,6,90,15,Editors 2
ACF Nationals 2018,10,20181020,Berkeley A,UG,Ohio State,W,365,110,14,3,14,240,17.14,Editors 2
ACF Nationals 2018,10,20181020,Ohio State,NA,Berkeley A,L,110,365,5,2,5,70,14,Editors 2
ACF Nationals 2018,10,20181021,Chicago B,NA,Penn A,L,180,285,8,2,8,110,13.75,Editors 2
ACF Nationals 2018,10,20181021,Penn A,NA,Chicago B,W,285,180,11,3,11,190,17.27,Editors 2
ACF Nationals 2018,10,20181022,Columbia A,NA,Maryland A,W,265,190,11,3,11,170,15.45,Editors 2
ACF Nationals 2018,10,20181022,Maryland A,NA,Columbia A,L,190,265,8,2,8,120,15,Editors 2
ACF Nationals 2018,10,20181023,Illinois A,UG,Oxford A,L,175,220,9,1,9,90,10,Editors 2
ACF Nationals 2018,10,20181023,Oxford A,NA,Illinois A,W,220,175,8,0,8,140,17.5,Editors 2
ACF Nationals 2018,10,20181024,Duke,UG,Oklahoma,L,85,295,6,3,6,40,6.67,Editors 2
ACF Nationals 2018,10,20181024,Oklahoma,UG,Duke,W,295,85,12,1,12,180,15,Editors 2
ACF Nationals 2018,11,20181101,Berkeley B,NA,Ohio State,W,325,185,12,3,12,220,18.33,Editors 3
ACF Nationals 2018,11,20181101,Ohio State,NA,Berkeley B,L,185,325,8,1,8,110,13.75,Editors 3
ACF Nationals 2018,11,20181102,Maryland A,NA,Northwestern,L,115,310,5,3,5,80,16,Editors 3
ACF Nationals 2018,11,20181102,Northwestern,NA,Maryland A,W,310,115,14,0,14,170,12.14,Editors 3
ACF Nationals 2018,11,20181103,McGill,NA,Oklahoma,L,155,335,6,1,6,100,16.67,Editors 3
ACF Nationals 2018,11,20181103,Oklahoma,UG,McGill,W,335,155,14,5,14,220,15.71,Editors 3
ACF Nationals 2018,11,20181104,Duke,UG,Harvard A,W,235,185,10,1,10,140,14,Editors 3
ACF Nationals 2018,11,20181104,Harvard A,UG,Duke,L,185,235,9,3,9,110,12.22,Editors 3
ACF Nationals 2018,11,20181105,Chicago B,NA,Columbia A,L,130,355,5,4,5,100,20,Editors 3
ACF Nationals 2018,11,20181105,Columbia A,NA,Chicago B,W,355,130,13,1,13,230,17.69,Editors 3
ACF Nationals 2018,11,20181106,Cambridge,NA,Penn A,L,150,350,6,4,6,110,18.33,Editors 3
ACF Nationals 2018,11,20181106,Penn A,NA,Cambridge,W,350,150,12,0,12,230,19.17,Editors 3
ACF Nationals 2018,11,20181107,Amherst,UG,Michigan A,L,170,205,7,2,7,110,15.71,Editors 3
ACF Nationals 2018,11,20181107,Michigan A,NA,Amherst,W,205,170,10,3,10,120,12,Editors 3
ACF Nationals 2018,11,20181108,Illinois A,UG,Johns Hopkins,L,105,280,5,1,5,60,12,Editors 3
ACF Nationals 2018,11,20181108,Johns Hopkins,NA,Illinois A,W,280,105,12,0,12,160,13.33,Editors 3
ACF Nationals 2018,11,20181109,Oxford A,NA,UCSD A,W,320,110,13,2,13,200,15.38,Editors 3
ACF Nationals 2018,11,20181109,UCSD A,NA,Oxford A,L,110,320,6,2,6,60,10,Editors 3
ACF Nationals 2018,11,20181110,Florida A,NA,Missouri,L,205,250,9,1,9,120,13.33,Editors 3
ACF Nationals 2018,11,20181110,Missouri,NA,Florida A,W,250,205,10,4,10,170,17,Editors 3
ACF Nationals 2018,11,20181111,Minnesota A,NA,Yale A,L,125,365,6,3,6,80,13.33,Editors 3
ACF Nationals 2018,11,20181111,Yale A,NA,Minnesota A,W,365,125,13,3,13,250,19.23,Editors 3
ACF Nationals 2018,11,20181112,Berkeley C,UG,MIT A,W,230,95,11,2,11,130,11.82,Editors 3
ACF Nationals 2018,11,20181112,MIT A,NA,Berkeley C,L,95,230,5,1,5,50,10,Editors 3
ACF Nationals 2018,11,20181113,Chicago C,UG,Rutgers,W,215,190,9,1,9,130,14.44,Editors 3
ACF Nationals 2018,11,20181113,Rutgers,NA,Chicago C,L,190,215,10,4,10,110,11,Editors 3
ACF Nationals 2018,11,20181114,NYU,NA,WUSTL,L,195,240,8,3,8,130,16.25,Editors 3
ACF Nationals 2018,11,20181114,WUSTL,NA,NYU,W,240,195,10,2,10,150,15,Editors 3
ACF Nationals 2018,11,20181115,Kentucky,NA,Toronto A,L,110,245,5,0,5,60,12,Editors 3
ACF Nationals 2018,11,20181115,Toronto A,NA,Kentucky,W,245,110,11,3,11,150,13.64,Editors 3
ACF Nationals 2018,11,20181116,Carnegie Mellon,UG,Virginia A,L,35,270,2,1,2,20,10,Editors 3
